0.154508 -0.475528 0.500000 -0.000090 -0.000029 
0.177302 -0.467508 0.500000 -0.000089 -0.000034 
0.199682 -0.458396 0.500000 -0.000087 -0.000038 
0.221596 -0.448213 0.500000 -0.000085 -0.000042 
0.242992 -0.436984 0.500000 -0.000083 -0.000046 
0.263820 -0.424734 0.500000 -0.000081 -0.000050 
0.284032 -0.411492 0.500000 -0.000078 -0.000054 
0.303581 -0.397289 0.500000 -0.000075 -0.000058 
0.322421 -0.382158 0.500000 -0.000073 -0.000061 
0.340508 -0.366134 0.500000 -0.000070 -0.000065 
0.357799 -0.349256 0.500000 -0.000066 -0.000068 
0.374255 -0.331561 0.500000 -0.000063 -0.000071 
0.389837 -0.313093 0.500000 -0.000059 -0.000074 
0.404508 -0.293893 0.500000 -0.000056 -0.000077 
0.418235 -0.274006 0.500000 -0.000052 -0.000079 
0.430985 -0.253480 0.500000 -0.000048 -0.000082 
0.442728 -0.232362 0.500000 -0.000044 -0.000084 
0.453437 -0.210701 0.500000 -0.000040 -0.000086 
0.463087 -0.188547 0.500000 -0.000036 -0.000088 
0.471656 -0.165954 0.500000 -0.000032 -0.000090 
0.479123 -0.142973 0.500000 -0.000027 -0.000091 
0.485471 -0.119658 0.500000 -0.000023 -0.000092 
0.490685 -0.096063 0.500000 -0.000018 -0.000093 
0.494753 -0.072245 0.500000 -0.000014 -0.000094 
0.497666 -0.048257 0.500000 -0.000009 -0.000094 
0.499416 -0.024157 0.500000 -0.000005 -0.000095 
